match_id,team,xg_for,xg_against,onclick,match,tooltip_lab
3915877,Bolton Wanderers,1.05,0.31,"window.open(""https://www.fotmob.com//match/3915877/matchfacts/bolton-wanderers-vs-morecambe"")",Bolton Wanderers vs Morecambe,"<b>Match</b>: Bolton Wanderers vs Morecambe
<b>xG For</b>: 1.05
<b>xG Against</b>: 0.31"
3915877,Morecambe,0.31,1.05,"window.open(""https://www.fotmob.com//match/3915877/matchfacts/bolton-wanderers-vs-morecambe"")",Bolton Wanderers vs Morecambe,"<b>Match</b>: Bolton Wanderers vs Morecambe
<b>xG For</b>: 0.31
<b>xG Against</b>: 1.05"
3915878,Burton Albion,2.16,0.74,"window.open(""https://www.fotmob.com//match/3915878/matchfacts/burton-albion-vs-ipswich-town"")",Burton Albion vs Ipswich Town,"<b>Match</b>: Burton Albion vs Ipswich Town
<b>xG For</b>: 2.16
<b>xG Against</b>: 0.74"
3915878,Ipswich Town,0.74,2.16,"window.open(""https://www.fotmob.com//match/3915878/matchfacts/burton-albion-vs-ipswich-town"")",Burton Albion vs Ipswich Town,"<b>Match</b>: Burton Albion vs Ipswich Town
<b>xG For</b>: 0.74
<b>xG Against</b>: 2.16"
3915879,Charlton Athletic,2.68,0.51,"window.open(""https://www.fotmob.com//match/3915879/matchfacts/charlton-athletic-vs-plymouth-argyle"")",Charlton Athletic vs Plymouth Argyle,"<b>Match</b>: Charlton Athletic vs Plymouth Argyle
<b>xG For</b>: 2.68
<b>xG Against</b>: 0.51"
3915879,Plymouth Argyle,0.51,2.68,"window.open(""https://www.fotmob.com//match/3915879/matchfacts/charlton-athletic-vs-plymouth-argyle"")",Charlton Athletic vs Plymouth Argyle,"<b>Match</b>: Charlton Athletic vs Plymouth Argyle
<b>xG For</b>: 0.51
<b>xG Against</b>: 2.68"
3915880,Exeter City,1.1,0.66,"window.open(""https://www.fotmob.com//match/3915880/matchfacts/exeter-city-vs-wycombe-wanderers"")",Exeter City vs Wycombe Wanderers,"<b>Match</b>: Exeter City vs Wycombe Wanderers
<b>xG For</b>: 1.1
<b>xG Against</b>: 0.66"
3915880,Wycombe Wanderers,0.66,1.1,"window.open(""https://www.fotmob.com//match/3915880/matchfacts/exeter-city-vs-wycombe-wanderers"")",Exeter City vs Wycombe Wanderers,"<b>Match</b>: Exeter City vs Wycombe Wanderers
<b>xG For</b>: 0.66
<b>xG Against</b>: 1.1"
3915881,Exeter City,1.17,0.39,"window.open(""https://www.fotmob.com//match/3915881/matchfacts/exeter-city-vs-cheltenham-town"")",Exeter City vs Cheltenham Town,"<b>Match</b>: Exeter City vs Cheltenham Town
<b>xG For</b>: 1.17
<b>xG Against</b>: 0.39"
3915881,Cheltenham Town,0.39,1.17,"window.open(""https://www.fotmob.com//match/3915881/matchfacts/exeter-city-vs-cheltenham-town"")",Exeter City vs Cheltenham Town,"<b>Match</b>: Exeter City vs Cheltenham Town
<b>xG For</b>: 0.39
<b>xG Against</b>: 1.17"
3915882,Fleetwood Town,0.8,2.4,"window.open(""https://www.fotmob.com//match/3915882/matchfacts/fleetwood-town-vs-derby-county"")",Fleetwood Town vs Derby County,"<b>Match</b>: Fleetwood Town vs Derby County
<b>xG For</b>: 0.8
<b>xG Against</b>: 2.4"
3915882,Derby County,2.4,0.8,"window.open(""https://www.fotmob.com//match/3915882/matchfacts/fleetwood-town-vs-derby-county"")",Fleetwood Town vs Derby County,"<b>Match</b>: Fleetwood Town vs Derby County
<b>xG For</b>: 2.4
<b>xG Against</b>: 0.8"
3915883,Bristol Rovers,0.79,1.74,"window.open(""https://www.fotmob.com//match/3915883/matchfacts/bristol-rovers-vs-shrewsbury-town"")",Bristol Rovers vs Shrewsbury Town,"<b>Match</b>: Bristol Rovers vs Shrewsbury Town
<b>xG For</b>: 0.79
<b>xG Against</b>: 1.74"
3915883,Shrewsbury Town,1.74,0.79,"window.open(""https://www.fotmob.com//match/3915883/matchfacts/bristol-rovers-vs-shrewsbury-town"")",Bristol Rovers vs Shrewsbury Town,"<b>Match</b>: Bristol Rovers vs Shrewsbury Town
<b>xG For</b>: 1.74
<b>xG Against</b>: 0.79"
3915884,Accrington Stanley,0.56,0.38,"window.open(""https://www.fotmob.com//match/3915884/matchfacts/accrington-stanley-vs-exeter-city"")",Accrington Stanley vs Exeter City,"<b>Match</b>: Accrington Stanley vs Exeter City
<b>xG For</b>: 0.56
<b>xG Against</b>: 0.38"
3915884,Exeter City,0.38,0.56,"window.open(""https://www.fotmob.com//match/3915884/matchfacts/accrington-stanley-vs-exeter-city"")",Accrington Stanley vs Exeter City,"<b>Match</b>: Accrington Stanley vs Exeter City
<b>xG For</b>: 0.38
<b>xG Against</b>: 0.56"
3915885,Shrewsbury Town,0.51,1.69,"window.open(""https://www.fotmob.com//match/3915885/matchfacts/shrewsbury-town-vs-ipswich-town"")",Shrewsbury Town vs Ipswich Town,"<b>Match</b>: Shrewsbury Town vs Ipswich Town
<b>xG For</b>: 0.51
<b>xG Against</b>: 1.69"
3915885,Ipswich Town,1.69,0.51,"window.open(""https://www.fotmob.com//match/3915885/matchfacts/shrewsbury-town-vs-ipswich-town"")",Shrewsbury Town vs Ipswich Town,"<b>Match</b>: Shrewsbury Town vs Ipswich Town
<b>xG For</b>: 1.69
<b>xG Against</b>: 0.51"
3915886,Portsmouth,2.66,0.41,"window.open(""https://www.fotmob.com//match/3915886/matchfacts/portsmouth-vs-bristol-rovers"")",Portsmouth vs Bristol Rovers,"<b>Match</b>: Portsmouth vs Bristol Rovers
<b>xG For</b>: 2.66
<b>xG Against</b>: 0.41"
3915886,Bristol Rovers,0.41,2.66,"window.open(""https://www.fotmob.com//match/3915886/matchfacts/portsmouth-vs-bristol-rovers"")",Portsmouth vs Bristol Rovers,"<b>Match</b>: Portsmouth vs Bristol Rovers
<b>xG For</b>: 0.41
<b>xG Against</b>: 2.66"
3915887,Peterborough United,2.45,0.33,"window.open(""https://www.fotmob.com//match/3915887/matchfacts/peterborough-united-vs-lincoln-city"")",Peterborough United vs Lincoln City,"<b>Match</b>: Peterborough United vs Lincoln City
<b>xG For</b>: 2.45
<b>xG Against</b>: 0.33"
3915887,Lincoln City,0.33,2.45,"window.open(""https://www.fotmob.com//match/3915887/matchfacts/peterborough-united-vs-lincoln-city"")",Peterborough United vs Lincoln City,"<b>Match</b>: Peterborough United vs Lincoln City
<b>xG For</b>: 0.33
<b>xG Against</b>: 2.45"
3915888,Oxford United,1.54,0.21,"window.open(""https://www.fotmob.com//match/3915888/matchfacts/oxford-united-vs-morecambe"")",Oxford United vs Morecambe,"<b>Match</b>: Oxford United vs Morecambe
<b>xG For</b>: 1.54
<b>xG Against</b>: 0.21"
3915888,Morecambe,0.21,1.54,"window.open(""https://www.fotmob.com//match/3915888/matchfacts/oxford-united-vs-morecambe"")",Oxford United vs Morecambe,"<b>Match</b>: Oxford United vs Morecambe
<b>xG For</b>: 0.21
<b>xG Against</b>: 1.54"
3915889,Milton Keynes Dons,0.62,1.66,"window.open(""https://www.fotmob.com//match/3915889/matchfacts/milton-keynes-dons-vs-accrington-stanley"")",Milton Keynes Dons vs Accrington Stanley,"<b>Match</b>: Milton Keynes Dons vs Accrington Stanley
<b>xG For</b>: 0.62
<b>xG Against</b>: 1.66"
3915889,Accrington Stanley,1.66,0.62,"window.open(""https://www.fotmob.com//match/3915889/matchfacts/milton-keynes-dons-vs-accrington-stanley"")",Milton Keynes Dons vs Accrington Stanley,"<b>Match</b>: Milton Keynes Dons vs Accrington Stanley
<b>xG For</b>: 1.66
<b>xG Against</b>: 0.62"
3915890,Forest Green Rovers,0.4,0.64,"window.open(""https://www.fotmob.com//match/3915890/matchfacts/forest-green-rovers-vs-plymouth-argyle"")",Forest Green Rovers vs Plymouth Argyle,"<b>Match</b>: Forest Green Rovers vs Plymouth Argyle
<b>xG For</b>: 0.4
<b>xG Against</b>: 0.64"
3915890,Plymouth Argyle,0.64,0.4,"window.open(""https://www.fotmob.com//match/3915890/matchfacts/forest-green-rovers-vs-plymouth-argyle"")",Forest Green Rovers vs Plymouth Argyle,"<b>Match</b>: Forest Green Rovers vs Plymouth Argyle
<b>xG For</b>: 0.64
<b>xG Against</b>: 0.4"
3915891,Plymouth Argyle,1.18,1.1,"window.open(""https://www.fotmob.com//match/3915891/matchfacts/plymouth-argyle-vs-sheffield-wednesday"")",Plymouth Argyle vs Sheffield Wednesday,"<b>Match</b>: Plymouth Argyle vs Sheffield Wednesday
<b>xG For</b>: 1.18
<b>xG Against</b>: 1.1"
3915891,Sheffield Wednesday,1.1,1.18,"window.open(""https://www.fotmob.com//match/3915891/matchfacts/plymouth-argyle-vs-sheffield-wednesday"")",Plymouth Argyle vs Sheffield Wednesday,"<b>Match</b>: Plymouth Argyle vs Sheffield Wednesday
<b>xG For</b>: 1.1
<b>xG Against</b>: 1.18"
3915892,Peterborough United,1.83,0.6,"window.open(""https://www.fotmob.com//match/3915892/matchfacts/peterborough-united-vs-forest-green-rovers"")",Peterborough United vs Forest Green Rovers,"<b>Match</b>: Peterborough United vs Forest Green Rovers
<b>xG For</b>: 1.83
<b>xG Against</b>: 0.6"
3915892,Forest Green Rovers,0.6,1.83,"window.open(""https://www.fotmob.com//match/3915892/matchfacts/peterborough-united-vs-forest-green-rovers"")",Peterborough United vs Forest Green Rovers,"<b>Match</b>: Peterborough United vs Forest Green Rovers
<b>xG For</b>: 0.6
<b>xG Against</b>: 1.83"
3915893,Morecambe,0.93,3.19,"window.open(""https://www.fotmob.com//match/3915893/matchfacts/morecambe-vs-derby-county"")",Morecambe vs Derby County,"<b>Match</b>: Morecambe vs Derby County
<b>xG For</b>: 0.93
<b>xG Against</b>: 3.19"
3915893,Derby County,3.19,0.93,"window.open(""https://www.fotmob.com//match/3915893/matchfacts/morecambe-vs-derby-county"")",Morecambe vs Derby County,"<b>Match</b>: Morecambe vs Derby County
<b>xG For</b>: 3.19
<b>xG Against</b>: 0.93"
3915894,Milton Keynes Dons,0.1,1.44,"window.open(""https://www.fotmob.com//match/3915894/matchfacts/milton-keynes-dons-vs-bristol-rovers"")",Milton Keynes Dons vs Bristol Rovers,"<b>Match</b>: Milton Keynes Dons vs Bristol Rovers
<b>xG For</b>: 0.1
<b>xG Against</b>: 1.44"
3915894,Bristol Rovers,1.44,0.1,"window.open(""https://www.fotmob.com//match/3915894/matchfacts/milton-keynes-dons-vs-bristol-rovers"")",Milton Keynes Dons vs Bristol Rovers,"<b>Match</b>: Milton Keynes Dons vs Bristol Rovers
<b>xG For</b>: 1.44
<b>xG Against</b>: 0.1"
3915895,Lincoln City,1.2,0.48,"window.open(""https://www.fotmob.com//match/3915895/matchfacts/lincoln-city-vs-accrington-stanley"")",Lincoln City vs Accrington Stanley,"<b>Match</b>: Lincoln City vs Accrington Stanley
<b>xG For</b>: 1.2
<b>xG Against</b>: 0.48"
3915895,Accrington Stanley,0.48,1.2,"window.open(""https://www.fotmob.com//match/3915895/matchfacts/lincoln-city-vs-accrington-stanley"")",Lincoln City vs Accrington Stanley,"<b>Match</b>: Lincoln City vs Accrington Stanley
<b>xG For</b>: 0.48
<b>xG Against</b>: 1.2"
3915896,Ipswich Town,1.61,0.13,"window.open(""https://www.fotmob.com//match/3915896/matchfacts/ipswich-town-vs-cambridge-united"")",Ipswich Town vs Cambridge United,"<b>Match</b>: Ipswich Town vs Cambridge United
<b>xG For</b>: 1.61
<b>xG Against</b>: 0.13"
3915896,Cambridge United,0.13,1.61,"window.open(""https://www.fotmob.com//match/3915896/matchfacts/ipswich-town-vs-cambridge-united"")",Ipswich Town vs Cambridge United,"<b>Match</b>: Ipswich Town vs Cambridge United
<b>xG For</b>: 0.13
<b>xG Against</b>: 1.61"
3915897,Cheltenham Town,0.78,0.14,"window.open(""https://www.fotmob.com//match/3915897/matchfacts/cheltenham-town-vs-bolton-wanderers"")",Cheltenham Town vs Bolton Wanderers,"<b>Match</b>: Cheltenham Town vs Bolton Wanderers
<b>xG For</b>: 0.78
<b>xG Against</b>: 0.14"
3915897,Bolton Wanderers,0.14,0.78,"window.open(""https://www.fotmob.com//match/3915897/matchfacts/cheltenham-town-vs-bolton-wanderers"")",Cheltenham Town vs Bolton Wanderers,"<b>Match</b>: Cheltenham Town vs Bolton Wanderers
<b>xG For</b>: 0.14
<b>xG Against</b>: 0.78"
3915898,Charlton Athletic,1.42,NA,"window.open(""https://www.fotmob.com//match/3915898/matchfacts/charlton-athletic-vs-exeter-city"")",Charlton Athletic vs Exeter City,"<b>Match</b>: Charlton Athletic vs Exeter City
<b>xG For</b>: 1.42
<b>xG Against</b>: NA"
3915898,Exeter City,NA,1.42,"window.open(""https://www.fotmob.com//match/3915898/matchfacts/charlton-athletic-vs-exeter-city"")",Charlton Athletic vs Exeter City,"<b>Match</b>: Charlton Athletic vs Exeter City
<b>xG For</b>: NA
<b>xG Against</b>: 1.42"
3915899,Burton Albion,0.6,1.24,"window.open(""https://www.fotmob.com//match/3915899/matchfacts/burton-albion-vs-fleetwood-town"")",Burton Albion vs Fleetwood Town,"<b>Match</b>: Burton Albion vs Fleetwood Town
<b>xG For</b>: 0.6
<b>xG Against</b>: 1.24"
3915899,Fleetwood Town,1.24,0.6,"window.open(""https://www.fotmob.com//match/3915899/matchfacts/burton-albion-vs-fleetwood-town"")",Burton Albion vs Fleetwood Town,"<b>Match</b>: Burton Albion vs Fleetwood Town
<b>xG For</b>: 1.24
<b>xG Against</b>: 0.6"
3915900,Shrewsbury Town,0.82,0.85,"window.open(""https://www.fotmob.com//match/3915900/matchfacts/shrewsbury-town-vs-oxford-united"")",Shrewsbury Town vs Oxford United,"<b>Match</b>: Shrewsbury Town vs Oxford United
<b>xG For</b>: 0.82
<b>xG Against</b>: 0.85"
3915900,Oxford United,0.85,0.82,"window.open(""https://www.fotmob.com//match/3915900/matchfacts/shrewsbury-town-vs-oxford-united"")",Shrewsbury Town vs Oxford United,"<b>Match</b>: Shrewsbury Town vs Oxford United
<b>xG For</b>: 0.85
<b>xG Against</b>: 0.82"
3915901,Wycombe Wanderers,0.95,1.21,"window.open(""https://www.fotmob.com//match/3915901/matchfacts/wycombe-wanderers-vs-port-vale"")",Wycombe Wanderers vs Port Vale,"<b>Match</b>: Wycombe Wanderers vs Port Vale
<b>xG For</b>: 0.95
<b>xG Against</b>: 1.21"
3915901,Port Vale,1.21,0.95,"window.open(""https://www.fotmob.com//match/3915901/matchfacts/wycombe-wanderers-vs-port-vale"")",Wycombe Wanderers vs Port Vale,"<b>Match</b>: Wycombe Wanderers vs Port Vale
<b>xG For</b>: 1.21
<b>xG Against</b>: 0.95"
3915902,Peterborough United,1.3,0.42,"window.open(""https://www.fotmob.com//match/3915902/matchfacts/peterborough-united-vs-fleetwood-town"")",Peterborough United vs Fleetwood Town,"<b>Match</b>: Peterborough United vs Fleetwood Town
<b>xG For</b>: 1.3
<b>xG Against</b>: 0.42"
3915902,Fleetwood Town,0.42,1.3,"window.open(""https://www.fotmob.com//match/3915902/matchfacts/peterborough-united-vs-fleetwood-town"")",Peterborough United vs Fleetwood Town,"<b>Match</b>: Peterborough United vs Fleetwood Town
<b>xG For</b>: 0.42
<b>xG Against</b>: 1.3"
3915903,Morecambe,0.36,2.19,"window.open(""https://www.fotmob.com//match/3915903/matchfacts/morecambe-vs-sheffield-wednesday"")",Morecambe vs Sheffield Wednesday,"<b>Match</b>: Morecambe vs Sheffield Wednesday
<b>xG For</b>: 0.36
<b>xG Against</b>: 2.19"
3915903,Sheffield Wednesday,2.19,0.36,"window.open(""https://www.fotmob.com//match/3915903/matchfacts/morecambe-vs-sheffield-wednesday"")",Morecambe vs Sheffield Wednesday,"<b>Match</b>: Morecambe vs Sheffield Wednesday
<b>xG For</b>: 2.19
<b>xG Against</b>: 0.36"
3915904,Milton Keynes Dons,0.22,1.93,"window.open(""https://www.fotmob.com//match/3915904/matchfacts/milton-keynes-dons-vs-bolton-wanderers"")",Milton Keynes Dons vs Bolton Wanderers,"<b>Match</b>: Milton Keynes Dons vs Bolton Wanderers
<b>xG For</b>: 0.22
<b>xG Against</b>: 1.93"
3915904,Bolton Wanderers,1.93,0.22,"window.open(""https://www.fotmob.com//match/3915904/matchfacts/milton-keynes-dons-vs-bolton-wanderers"")",Milton Keynes Dons vs Bolton Wanderers,"<b>Match</b>: Milton Keynes Dons vs Bolton Wanderers
<b>xG For</b>: 1.93
<b>xG Against</b>: 0.22"
3915905,Lincoln City,1.41,0.87,"window.open(""https://www.fotmob.com//match/3915905/matchfacts/lincoln-city-vs-derby-county"")",Lincoln City vs Derby County,"<b>Match</b>: Lincoln City vs Derby County
<b>xG For</b>: 1.41
<b>xG Against</b>: 0.87"
3915905,Derby County,0.87,1.41,"window.open(""https://www.fotmob.com//match/3915905/matchfacts/lincoln-city-vs-derby-county"")",Lincoln City vs Derby County,"<b>Match</b>: Lincoln City vs Derby County
<b>xG For</b>: 0.87
<b>xG Against</b>: 1.41"
3915906,Ipswich Town,1.43,0.23,"window.open(""https://www.fotmob.com//match/3915906/matchfacts/ipswich-town-vs-bristol-rovers"")",Ipswich Town vs Bristol Rovers,"<b>Match</b>: Ipswich Town vs Bristol Rovers
<b>xG For</b>: 1.43
<b>xG Against</b>: 0.23"
3915906,Bristol Rovers,0.23,1.43,"window.open(""https://www.fotmob.com//match/3915906/matchfacts/ipswich-town-vs-bristol-rovers"")",Ipswich Town vs Bristol Rovers,"<b>Match</b>: Ipswich Town vs Bristol Rovers
<b>xG For</b>: 0.23
<b>xG Against</b>: 1.43"
3915907,Cheltenham Town,0.65,0.58,"window.open(""https://www.fotmob.com//match/3915907/matchfacts/cheltenham-town-vs-cambridge-united"")",Cheltenham Town vs Cambridge United,"<b>Match</b>: Cheltenham Town vs Cambridge United
<b>xG For</b>: 0.65
<b>xG Against</b>: 0.58"
3915907,Cambridge United,0.58,0.65,"window.open(""https://www.fotmob.com//match/3915907/matchfacts/cheltenham-town-vs-cambridge-united"")",Cheltenham Town vs Cambridge United,"<b>Match</b>: Cheltenham Town vs Cambridge United
<b>xG For</b>: 0.58
<b>xG Against</b>: 0.65"
3915908,Charlton Athletic,1.53,0.63,"window.open(""https://www.fotmob.com//match/3915908/matchfacts/charlton-athletic-vs-forest-green-rovers"")",Charlton Athletic vs Forest Green Rovers,"<b>Match</b>: Charlton Athletic vs Forest Green Rovers
<b>xG For</b>: 1.53
<b>xG Against</b>: 0.63"
3915908,Forest Green Rovers,0.63,1.53,"window.open(""https://www.fotmob.com//match/3915908/matchfacts/charlton-athletic-vs-forest-green-rovers"")",Charlton Athletic vs Forest Green Rovers,"<b>Match</b>: Charlton Athletic vs Forest Green Rovers
<b>xG For</b>: 0.63
<b>xG Against</b>: 1.53"
3915910,Barnsley,1.52,1.03,"window.open(""https://www.fotmob.com//match/3915910/matchfacts/barnsley-vs-port-vale"")",Barnsley vs Port Vale,"<b>Match</b>: Barnsley vs Port Vale
<b>xG For</b>: 1.52
<b>xG Against</b>: 1.03"
3915910,Port Vale,1.03,1.52,"window.open(""https://www.fotmob.com//match/3915910/matchfacts/barnsley-vs-port-vale"")",Barnsley vs Port Vale,"<b>Match</b>: Barnsley vs Port Vale
<b>xG For</b>: 1.03
<b>xG Against</b>: 1.52"
3915912,Sheffield Wednesday,0.61,1.26,"window.open(""https://www.fotmob.com//match/3915912/matchfacts/sheffield-wednesday-vs-barnsley"")",Sheffield Wednesday vs Barnsley,"<b>Match</b>: Sheffield Wednesday vs Barnsley
<b>xG For</b>: 0.61
<b>xG Against</b>: 1.26"
3915912,Barnsley,1.26,0.61,"window.open(""https://www.fotmob.com//match/3915912/matchfacts/sheffield-wednesday-vs-barnsley"")",Sheffield Wednesday vs Barnsley,"<b>Match</b>: Sheffield Wednesday vs Barnsley
<b>xG For</b>: 1.26
<b>xG Against</b>: 0.61"
3915913,Portsmouth,0.77,0.41,"window.open(""https://www.fotmob.com//match/3915913/matchfacts/portsmouth-vs-peterborough-united"")",Portsmouth vs Peterborough United,"<b>Match</b>: Portsmouth vs Peterborough United
<b>xG For</b>: 0.77
<b>xG Against</b>: 0.41"
3915913,Peterborough United,0.41,0.77,"window.open(""https://www.fotmob.com//match/3915913/matchfacts/portsmouth-vs-peterborough-united"")",Portsmouth vs Peterborough United,"<b>Match</b>: Portsmouth vs Peterborough United
<b>xG For</b>: 0.41
<b>xG Against</b>: 0.77"
3915914,Sheffield Wednesday,1.74,NA,"window.open(""https://www.fotmob.com//match/3915914/matchfacts/sheffield-wednesday-vs-forest-green-rovers"")",Sheffield Wednesday vs Forest Green Rovers,"<b>Match</b>: Sheffield Wednesday vs Forest Green Rovers
<b>xG For</b>: 1.74
<b>xG Against</b>: NA"
3915914,Forest Green Rovers,NA,1.74,"window.open(""https://www.fotmob.com//match/3915914/matchfacts/sheffield-wednesday-vs-forest-green-rovers"")",Sheffield Wednesday vs Forest Green Rovers,"<b>Match</b>: Sheffield Wednesday vs Forest Green Rovers
<b>xG For</b>: NA
<b>xG Against</b>: 1.74"
3915915,Port Vale,0.49,1.04,"window.open(""https://www.fotmob.com//match/3915915/matchfacts/port-vale-vs-portsmouth"")",Port Vale vs Portsmouth,"<b>Match</b>: Port Vale vs Portsmouth
<b>xG For</b>: 0.49
<b>xG Against</b>: 1.04"
3915915,Portsmouth,1.04,0.49,"window.open(""https://www.fotmob.com//match/3915915/matchfacts/port-vale-vs-portsmouth"")",Port Vale vs Portsmouth,"<b>Match</b>: Port Vale vs Portsmouth
<b>xG For</b>: 1.04
<b>xG Against</b>: 0.49"
3915916,Plymouth Argyle,0.59,0.99,"window.open(""https://www.fotmob.com//match/3915916/matchfacts/plymouth-argyle-vs-bolton-wanderers"")",Plymouth Argyle vs Bolton Wanderers,"<b>Match</b>: Plymouth Argyle vs Bolton Wanderers
<b>xG For</b>: 0.59
<b>xG Against</b>: 0.99"
3915916,Bolton Wanderers,0.99,0.59,"window.open(""https://www.fotmob.com//match/3915916/matchfacts/plymouth-argyle-vs-bolton-wanderers"")",Plymouth Argyle vs Bolton Wanderers,"<b>Match</b>: Plymouth Argyle vs Bolton Wanderers
<b>xG For</b>: 0.99
<b>xG Against</b>: 0.59"
3915917,Morecambe,0.81,1.65,"window.open(""https://www.fotmob.com//match/3915917/matchfacts/morecambe-vs-milton-keynes-dons"")",Morecambe vs Milton Keynes Dons,"<b>Match</b>: Morecambe vs Milton Keynes Dons
<b>xG For</b>: 0.81
<b>xG Against</b>: 1.65"
3915917,Milton Keynes Dons,1.65,0.81,"window.open(""https://www.fotmob.com//match/3915917/matchfacts/morecambe-vs-milton-keynes-dons"")",Morecambe vs Milton Keynes Dons,"<b>Match</b>: Morecambe vs Milton Keynes Dons
<b>xG For</b>: 1.65
<b>xG Against</b>: 0.81"
3915918,Lincoln City,1.01,1.83,"window.open(""https://www.fotmob.com//match/3915918/matchfacts/lincoln-city-vs-fleetwood-town"")",Lincoln City vs Fleetwood Town,"<b>Match</b>: Lincoln City vs Fleetwood Town
<b>xG For</b>: 1.01
<b>xG Against</b>: 1.83"
3915918,Fleetwood Town,1.83,1.01,"window.open(""https://www.fotmob.com//match/3915918/matchfacts/lincoln-city-vs-fleetwood-town"")",Lincoln City vs Fleetwood Town,"<b>Match</b>: Lincoln City vs Fleetwood Town
<b>xG For</b>: 1.83
<b>xG Against</b>: 1.01"
3915919,Ipswich Town,1.14,1.05,"window.open(""https://www.fotmob.com//match/3915919/matchfacts/ipswich-town-vs-barnsley"")",Ipswich Town vs Barnsley,"<b>Match</b>: Ipswich Town vs Barnsley
<b>xG For</b>: 1.14
<b>xG Against</b>: 1.05"
3915919,Barnsley,1.05,1.14,"window.open(""https://www.fotmob.com//match/3915919/matchfacts/ipswich-town-vs-barnsley"")",Ipswich Town vs Barnsley,"<b>Match</b>: Ipswich Town vs Barnsley
<b>xG For</b>: 1.05
<b>xG Against</b>: 1.14"
3915920,Derby County,1.53,1.01,"window.open(""https://www.fotmob.com//match/3915920/matchfacts/derby-county-vs-peterborough-united"")",Derby County vs Peterborough United,"<b>Match</b>: Derby County vs Peterborough United
<b>xG For</b>: 1.53
<b>xG Against</b>: 1.01"
3915920,Peterborough United,1.01,1.53,"window.open(""https://www.fotmob.com//match/3915920/matchfacts/derby-county-vs-peterborough-united"")",Derby County vs Peterborough United,"<b>Match</b>: Derby County vs Peterborough United
<b>xG For</b>: 1.01
<b>xG Against</b>: 1.53"
3915921,Cheltenham Town,0.35,1.38,"window.open(""https://www.fotmob.com//match/3915921/matchfacts/cheltenham-town-vs-oxford-united"")",Cheltenham Town vs Oxford United,"<b>Match</b>: Cheltenham Town vs Oxford United
<b>xG For</b>: 0.35
<b>xG Against</b>: 1.38"
3915921,Oxford United,1.38,0.35,"window.open(""https://www.fotmob.com//match/3915921/matchfacts/cheltenham-town-vs-oxford-united"")",Cheltenham Town vs Oxford United,"<b>Match</b>: Cheltenham Town vs Oxford United
<b>xG For</b>: 1.38
<b>xG Against</b>: 0.35"
3915922,Wycombe Wanderers,1.27,0.64,"window.open(""https://www.fotmob.com//match/3915922/matchfacts/wycombe-wanderers-vs-charlton-athletic"")",Wycombe Wanderers vs Charlton Athletic,"<b>Match</b>: Wycombe Wanderers vs Charlton Athletic
<b>xG For</b>: 1.27
<b>xG Against</b>: 0.64"
3915922,Charlton Athletic,0.64,1.27,"window.open(""https://www.fotmob.com//match/3915922/matchfacts/wycombe-wanderers-vs-charlton-athletic"")",Wycombe Wanderers vs Charlton Athletic,"<b>Match</b>: Wycombe Wanderers vs Charlton Athletic
<b>xG For</b>: 0.64
<b>xG Against</b>: 1.27"
3915923,Accrington Stanley,0.3,1.69,"window.open(""https://www.fotmob.com//match/3915923/matchfacts/accrington-stanley-vs-ipswich-town"")",Accrington Stanley vs Ipswich Town,"<b>Match</b>: Accrington Stanley vs Ipswich Town
<b>xG For</b>: 0.3
<b>xG Against</b>: 1.69"
3915923,Ipswich Town,1.69,0.3,"window.open(""https://www.fotmob.com//match/3915923/matchfacts/accrington-stanley-vs-ipswich-town"")",Accrington Stanley vs Ipswich Town,"<b>Match</b>: Accrington Stanley vs Ipswich Town
<b>xG For</b>: 1.69
<b>xG Against</b>: 0.3"
3915924,Bolton Wanderers,1.23,0.76,"window.open(""https://www.fotmob.com//match/3915924/matchfacts/bolton-wanderers-vs-charlton-athletic"")",Bolton Wanderers vs Charlton Athletic,"<b>Match</b>: Bolton Wanderers vs Charlton Athletic
<b>xG For</b>: 1.23
<b>xG Against</b>: 0.76"
3915924,Charlton Athletic,0.76,1.23,"window.open(""https://www.fotmob.com//match/3915924/matchfacts/bolton-wanderers-vs-charlton-athletic"")",Bolton Wanderers vs Charlton Athletic,"<b>Match</b>: Bolton Wanderers vs Charlton Athletic
<b>xG For</b>: 0.76
<b>xG Against</b>: 1.23"
3915925,Port Vale,0.86,0.5,"window.open(""https://www.fotmob.com//match/3915925/matchfacts/port-vale-vs-cheltenham-town"")",Port Vale vs Cheltenham Town,"<b>Match</b>: Port Vale vs Cheltenham Town
<b>xG For</b>: 0.86
<b>xG Against</b>: 0.5"
3915925,Cheltenham Town,0.5,0.86,"window.open(""https://www.fotmob.com//match/3915925/matchfacts/port-vale-vs-cheltenham-town"")",Port Vale vs Cheltenham Town,"<b>Match</b>: Port Vale vs Cheltenham Town
<b>xG For</b>: 0.5
<b>xG Against</b>: 0.86"
3915926,Oxford United,0.76,0.43,"window.open(""https://www.fotmob.com//match/3915926/matchfacts/oxford-united-vs-burton-albion"")",Oxford United vs Burton Albion,"<b>Match</b>: Oxford United vs Burton Albion
<b>xG For</b>: 0.76
<b>xG Against</b>: 0.43"
